#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B27282
#Date Time: 2022-12-20 12:59:19.006
#Start: 8.15 Hz
#Stop: 1.42e+06 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.47958 V
#Offset: 1.98689e-05 V
#Relative: no
#Channel: Channel 2
#Range: 59.7562 V
#Offset: 7.94977 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1195.340532509003,0.007286532295227615,16.5959062945093,-170.4768721937507
1295.485384545482,0.00728198397315287,16.58275637552212,-171.1329771873718
1404.020307123919,0.00786274664660574,16.56981462468166,-171.7636502767615
1521.648214895111,0.007852047043432946,16.55979826297676,-172.3616501839188
1649.130912241942,0.007914104813811124,16.55211576976241,-172.9300442140928
1787.294027022802,0.008598699563881533,16.54605576807283,-173.4658137031298
1937.032357660844,0.008768322132840546,16.54241139959701,-173.9761889658153
2099.315668208883,0.01010472114809426,16.53985601436071,-174.4623387138832
2275.194968921094,0.009988145968627944,16.53952574618532,-174.9231002387733
2465.809323006867,0.01081237342131086,16.54035018191041,-175.3622583733179
2672.393223650122,0.01149848176156304,16.54382538279031,-175.7909875828158
2896.284589070477,0.01258965802452791,16.54736983943334,-176.2024270613321
3138.933427405439,0.01343858502072161,16.55286398292784,-176.5984973296173
3401.911227530783,0.01471382765349288,16.55904145716872,-176.9892610875646
3686.921136637793,0.01514512921198372,16.56567301008583,-177.3704519488364
3995.808990481215,0.01685927004135467,16.5728608455706,-177.7507021084586
4330.575267734316,0.01748786219424012,16.58039804363323,-178.1322483314004
4693.388045871936,0.02019025810173029,16.58744152716975,-178.5144551401896
5086.597042489048,0.02177950710948503,16.59516113095389,-178.9014719002978
5512.748832991839,0.02367548063552226,16.59987815970687,-179.2821931778275
5974.603343217009,0.02577940413139885,16.60477847974484,-179.6767721826843
6475.151723792089,0.01832034996082873,16.60936236963945,179.9281148550799
7017.635721997876,0.02850560316446508,16.61223987156376,179.5224935436253
7605.568676593058,0.03087988510498084,16.61260005352607,179.1137318841564
8242.758271571478,0.03303673907406104,16.61134267810704,178.694386735391
8933.331196214423,0.03400674520246593,16.60852594105159,178.2800513234135
9681.75987114604,0.0349727366538166,16.60348926733842,177.8538598119663
10492.89141348029,0.03734002247589849,16.59980338577344,177.4232909147597
11371.97902864898,0.04024246786764035,16.59380104182437,176.9848766844095
12324.716032217,0.04164422725341022,16.587239285589,176.5339891051013
13357.27272202263,0.03777597014159623,16.58033883081338,176.0807732249564
14476.3363394423,0.04105459623230191,16.57364833578391,175.6033317794239
15689.15437858367,0.04679213310245388,16.56553808782171,175.10819561265
17003.58152389502,0.04820884512262201,16.55859222099557,174.6017963612184
18428.13052017686,0.04541556246005828,16.55340379128398,174.0572750853496
19972.02730445005,0.04914193928530868,16.54480571068209,173.4826918783172
21645.27075673601,0.05254471384691552,16.54380987181298,172.8867252470078
23458.69745671831,0.05429625045644541,16.53849251658459,172.240151015344
25424.05186567533,0.05523789509272489,16.53223892556698,171.5596037433734
27554.06238820958,0.05796380779041863,16.53009277615298,170.8359226828161
29862.52380637908,0.05950715830473964,16.5282445541843,170.0505481485451
32364.38662010673,0.052225520329888,16.52458518713407,169.2125586950209
35075.85387247118,0.06394076933557261,16.52102991017597,168.3082321749611
38014.48608695719,0.06441497052289873,16.52080185284824,167.3340470053917
41199.31499628099,0.06629849405429965,16.51931496233903,166.3100065631847
44650.96679934227,0.06929318962956342,16.51697779723506,165.2064312422238
48391.79574456355,0.07408195147214444,16.51157181894307,164.004264136313
52446.02890475501,0.07570580341952891,16.50634735454213,162.7301814325962
56839.92308112272,0.07285382544483381,16.50199765829409,161.3557420258103
61601.9348525935,0.08159554435875166,16.49294709572854,159.8986139776875
66762.90487176036,0.0788163364635352,16.47934889884615,158.3613929959443
72356.25760102339,0.08808138867992173,16.46189518042793,156.7216615416955
78418.21778249445,0.09080613967197934,16.43706352690486,154.968858050565
84988.04504360871,0.09242944404421667,16.40491194387866,153.1433593526607
92108.28815784253,0.09498202037054329,16.36226023774149,151.1893877891374
99825.0606072292,0.09433153868762398,16.31319013917015,149.187669047136
108188.3392313214,0.09860451083060012,16.25431815875098,147.1090291801182
117252.2878967715,0.1033616851025999,16.17258644994439,144.9215567735817
127075.6082837362,0.1015550517110399,16.08238864062652,142.6832883086225
137721.9200609407,0.09489974552162184,15.96856629454782,140.4176492992237
149260.1729115601,0.09708152956634614,15.836963666817,138.0873249854868
161765.093078362,0.0852257032793436,15.68795153133856,135.7575470643851
175317.667320111,0.1005847790991769,15.50894061867844,133.3848532214961
190005.6674135248,0.09750486424365663,15.30841861563848,131.0892339973367
205924.2185976634,0.09753484248465288,15.0767403621048,128.7197401900687
223176.4156422203,0.0900131174417326,14.82568857934721,126.4435459065956
241873.9905296125,0.08626257219510346,14.54356524006423,124.2642838674105
262138.0360750424,0.06834845112921872,14.23966979034803,122.1444395799465
284099.7901709792,0.06810515773082584,13.90250093168162,120.0111169507468
307901.4857351286,0.06239762544105596,13.53807254866234,118.0730147503354
333697.271866496,0.05667024272444653,13.13335164310435,116.2468126298683
361654.2121752995,0.04655343410862426,12.68320263365726,114.5122065197097
391953.3667523172,0.0431984638108281,12.04315707355396,112.7234556157362
424790.9647849228,0.0336917839748925,11.36685746264861,111.1397036145667
460379.6754141249,0.02514425683341558,10.68869491780921,109.5503308008477
498949.9850631902,0.02246902586935974,10.0065361089762,108.0117871107319
540751.6901579526,0.009806884333433734,9.331830083612882,106.5321092772382
586055.5149062666,-0.001317571755180053,8.654283590297551,105.2387480134421
635154.8646139699,-0.006673383429885237,7.980342175961246,103.9427085062743
688367.7258925084,-0.0182363361524004,7.298634334743709,102.845177392725
746038.7260647335,-0.0243667230435728,6.610571951198256,101.6927410158091
808541.3651063615,-0.03308734598634468,5.935255020078211,100.7316581585463
876280.4345780474,-0.04236922578715403,5.242796870055095,99.72622072391724
949694.6392140145,-0.05533392308712648,4.554829374944328,98.84120718414221
1029259.438145662,-0.06995615118414848,3.872414750182189,97.98752202927646
1115490.124161047,-0.0867790553363406,3.184731410670931,97.13574799344543
1208945.160942728,-0.09884935960937669,2.506828777963114,96.30022326617848
1310229.799897206,-0.1145575663438553,1.818671830876175,95.56758949108251
1420000,-0.1315936975994644,1.12528152059866,94.92389398677759
